,path,class,span
13153,./train_embeddings/article776345502_52.pt,NoClass,"Campaign, one of"
13154,./train_embeddings/article776345502_53.pt,NoClass,financial dealings long
13155,./train_embeddings/article776345502_54.pt,NoClass,"with a new intensity on Wednesday, opening up on Mueller and his team with both"
13156,./train_embeddings/article776345502_55.pt,NoClass,from Russia-election-meddling matters in March 2017 That led to Mueller’s appointment as
13157,./train_embeddings/article776345502_56.pt,NoClass,up on Mueller and
13158,./train_embeddings/article776345502_57.pt,NoClass,in the 2016 election cycle. But firing Mueller would likely send a signal to Democrats that the White House is worried about potential blowback from a Manafort conviction just three months
13159,./train_embeddings/article776345502_58.pt,NoClass,"the congressional midterm elections. Still, Trump"
13160,./train_embeddings/article776345502_59.pt,NoClass,envelope further and order Sessions
13161,./train_embeddings/article776345502_60.pt,NoClass,himself from Russia-election-meddling matters
13162,./train_embeddings/article776345502_61.pt,NoClass,This field
13163,./train_embeddings/article111111122_0.pt,Loaded_Language,Exploding in Trump’s Face
13164,./train_embeddings/article111111122_1.pt,Exaggeration-Minimisation,the biggest political gift possible
13165,./train_embeddings/article111111122_2.pt,Loaded_Language,complete hash
13166,./train_embeddings/article111111122_3.pt,Doubt,how badly Trump does his job
13167,./train_embeddings/article111111122_4.pt,Doubt,reflected the reality-TV star’s weakness as a presidential candidate
13168,./train_embeddings/article111111122_5.pt,Name_Calling-Labeling,reality-TV star’s
13169,./train_embeddings/article111111122_6.pt,Doubt,Trump is easily manipulated by those around him
13170,./train_embeddings/article111111122_7.pt,Loaded_Language,cut-of-his-jib test
13171,./train_embeddings/article111111122_8.pt,Loaded_Language,severe trouble
13172,./train_embeddings/article111111122_9.pt,Doubt,Trump hasn’t learned it yet
13173,./train_embeddings/article111111122_10.pt,Exaggeration-Minimisation,extremely high-profile episode
13174,./train_embeddings/article111111122_11.pt,Doubt,Trump and his White House staff failed to do their jobs
13175,./train_embeddings/article111111122_12.pt,Loaded_Language,a slur on all women
13176,./train_embeddings/article111111122_13.pt,Name_Calling-Labeling,a gang that can’t shoot straight
13177,./train_embeddings/article111111122_14.pt,Loaded_Language,ugly ways
13178,./train_embeddings/article111111122_15.pt,Appeal_to_Authority," As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president"
13179,./train_embeddings/article111111122_16.pt,Loaded_Language,cut-of-his-jib test
13180,./train_embeddings/article111111122_17.pt,Causal_Oversimplification,someone who hires based on what he thinks someone doing that job should look like
13181,./train_embeddings/article111111122_18.pt,Loaded_Language,hazy old-time Hollywood casting
13182,./train_embeddings/article111111122_19.pt,Loaded_Language,bombshells
13183,./train_embeddings/article111111122_20.pt,Name_Calling-Labeling,"partisan, conservative judges"
13184,./train_embeddings/article111111122_21.pt,NoClass,"was also true, as Senate"
13185,./train_embeddings/article111111122_22.pt,NoClass,won't be in the majority on
13186,./train_embeddings/article111111122_23.pt,NoClass,it's an example
13187,./train_embeddings/article111111122_24.pt,NoClass,what extent Kavanaugh was Trump’s choice and
13188,./train_embeddings/article111111122_25.pt,NoClass,I still think that's true. But it did leave Republicans
13189,./train_embeddings/article111111122_26.pt,NoClass,"has been, as"
13190,./train_embeddings/article111111122_27.pt,NoClass,low-reward conflicts. But there’s an art to minimizing damage.
13191,./train_embeddings/article111111122_28.pt,NoClass,deciding to not
13192,./train_embeddings/article111111122_29.pt,NoClass,"press corps, love"
13193,./train_embeddings/article111111122_30.pt,NoClass,in terms that were a slur
13194,./train_embeddings/article111111122_31.pt,NoClass,up the Democrats and
13195,./train_embeddings/article111111122_32.pt,NoClass,"for that matter, they’ll be less likely to trust him when he"
13196,./train_embeddings/article111111122_33.pt,NoClass,year and a half into his
13197,./train_embeddings/article111111122_34.pt,NoClass,extent Kavanaugh was Trump’s choice and to
13198,./train_embeddings/article111111122_35.pt,NoClass,going to delay
13199,./train_embeddings/article111111122_36.pt,NoClass,to fill the empty seat on the court. It’s a good example of how badly Trump does
13200,./train_embeddings/article111111122_37.pt,NoClass,seat on the
13201,./train_embeddings/article111111122_38.pt,NoClass,"senators caught up in the middle, along with any other candidates who have had to weigh"
13202,./train_embeddings/article111111122_39.pt,NoClass,as they knew them constantly
13203,./train_embeddings/article111111122_40.pt,NoClass,rule in
13204,./train_embeddings/article111111122_41.pt,NoClass,any good reason to
13205,./train_embeddings/article786250729_0.pt,Name_Calling-Labeling,silent donations
13206,./train_embeddings/article786250729_1.pt,Causal_Oversimplification,a couple hundred thousand dollars of ad spends and some Russian bots on Facebook swayed the election to Donald Trump
13207,./train_embeddings/article786250729_2.pt,Name_Calling-Labeling,a “silent donation
13208,./train_embeddings/article786250729_3.pt,Loaded_Language,touts Google’s multi-faceted efforts
13209,./train_embeddings/article786250729_4.pt,Exaggeration-Minimisation,record-breaking numbers
13210,./train_embeddings/article786250729_5.pt,Loaded_Language,She brags that the company used its power
13211,./train_embeddings/article786250729_6.pt,Loaded_Language,"also brags that Google, “used its power"
13212,./train_embeddings/article786250729_7.pt,Repetition,"brags that Google, “used its power to ensure that millions of people saw certain hashtags and social media impressions, with the goal of influencing their behavior during the election"
13213,./train_embeddings/article786250729_8.pt,Repetition,Latino
13214,./train_embeddings/article786250729_9.pt,Exaggeration-Minimisation,No one did
13215,./train_embeddings/article786250729_10.pt,Name_Calling-Labeling,disgraced anti-Trump FBI agent
13216,./train_embeddings/article786250729_11.pt,Name_Calling-Labeling,his mistress
13217,./train_embeddings/article786250729_12.pt,Exaggeration-Minimisation,NOTHING is being done
13218,./train_embeddings/article786250729_13.pt,Exaggeration-Minimisation,"the world is watching, and they get it completely"
13219,./train_embeddings/article786250729_14.pt,NoClass,Latino community did
13220,./train_embeddings/article786250729_15.pt,NoClass,its users — in the services it provided the Clinton campaign. Fox News’ Tucker Carlson read an internal email on Monday
13221,./train_embeddings/article786250729_16.pt,NoClass,of Google’s attempts to
13222,./train_embeddings/article786250729_17.pt,NoClass,of Clinton operatives discussing strategy
13223,./train_embeddings/article786250729_18.pt,NoClass,some Russian bots
13224,./train_embeddings/article786250729_19.pt,NoClass,inaction over the fact that disgraced anti-Trump FBI agent
13225,./train_embeddings/article786250729_20.pt,NoClass,hundred thousand dollars of ad spends and some
13226,./train_embeddings/article786250729_21.pt,NoClass,"specifically to place Clinton the White House. Emails obtained by WikiLeaks showed correspondence between Schmidt and Clinton, along with a number of Clinton operatives discussing strategy meetings and campaign ideas."
13227,./train_embeddings/article786250729_22.pt,NoClass,Tucker Carlson
13228,./train_embeddings/article786250729_23.pt,NoClass,to place Clinton the
13229,./train_embeddings/article786250729_24.pt,NoClass,"Clinton and Google, as Murillo"
13230,./train_embeddings/article786250729_25.pt,NoClass,a Google’ executive’s
13231,./train_embeddings/article786250729_26.pt,NoClass,dollars of ad spends and
13232,./train_embeddings/article786250729_27.pt,NoClass,of influencing their behavior during the election.” Unfortunately for Clinton
13233,./train_embeddings/article713130996_0.pt,Loaded_Language,the San Francisco show-trial in which he co-starred
13234,./train_embeddings/article713130996_1.pt,Name_Calling-Labeling,"The Great Left Hope,”"
13235,./train_embeddings/article713130996_2.pt,Slogans,SMASH THE STATE
13236,./train_embeddings/article713130996_3.pt,Appeal_to_Authority,"He has a great, steadfast commitment to justice"
13237,./train_embeddings/article713130996_4.pt,Loaded_Language,"secret version of Russian roulette,”"
13238,./train_embeddings/article713130996_5.pt,Guilt_by_Association,"Unlike Stalin’s trials of the old Bolsheviks, and Fidel Castro’ trial of General Arnaldo Ochoa, this show trial aimed to establish innocence for the guilty, and the dynamics of the left were on full display"
13239,./train_embeddings/article713130996_6.pt,Exaggeration-Minimisation,society is progressing toward a social justice paradise ruled by a wise elite that knows what’s best for all
13240,./train_embeddings/article713130996_7.pt,Guilt_by_Association,"As Bertolt Brecht told Sidney Hook about Stalin’s victims, “the more innocent they are, the more they deserve to be shot.”"
13241,./train_embeddings/article713130996_8.pt,Causal_Oversimplification,That explains the effort of “The Great Left Hope” to have his client’s felony gun possession conviction tossed
13242,./train_embeddings/article713130996_9.pt,Name_Calling-Labeling,The Great Left Hope”
13243,./train_embeddings/article713130996_10.pt,NoClass,criminals are victims of capitalist society. In the view
13244,./train_embeddings/article713130996_11.pt,NoClass,“If you possess it just
13245,./train_embeddings/article713130996_12.pt,NoClass,knows what’s best for
13246,./train_embeddings/article713130996_13.pt,NoClass,"As Arthur Koestler said, on the left the truth"
13247,./train_embeddings/article713130996_14.pt,NoClass,with loathing and falsehood with love.
13248,./train_embeddings/article713130996_15.pt,NoClass,"for vice president. “He has a great, steadfast commitment to justice,” Nader told reporters. On that score, the Steinle family and other relatives of murder victims have room for reasonable doubt. In jury selection, Gonzalez and"
13249,./train_embeddings/article713130996_16.pt,NoClass,"Trial Sequel Last week, a San Francisco jury acquitted seven-time felon Jose Ines Garcia Zarate, a repeatedly deported Mexican national,"
13250,./train_embeddings/article713130996_17.pt,NoClass,judge Samuel Feng sealed the identities of the jurors. So observers have grounds to believe that Garcia and Gonzalez both got the
13251,./train_embeddings/article713130996_18.pt,NoClass,"family proved pathetically weak. As Arthur Koestler said, on the left the truth is spoken with loathing and falsehood"
13252,./train_embeddings/article713130996_19.pt,NoClass,the jury should have been
13253,./train_embeddings/article780786973_0.pt,Loaded_Language,looking for trouble
13254,./train_embeddings/article780786973_1.pt,Loaded_Language,cryptically
13255,./train_embeddings/article780786973_2.pt,Loaded_Language,bashing
13256,./train_embeddings/article780786973_3.pt,Loaded_Language,saying cryptically
13257,./train_embeddings/article780786973_4.pt,Loaded_Language,looking for trouble
13258,./train_embeddings/article780786973_5.pt,Name_Calling-Labeling,Disgraced and discredited
13259,./train_embeddings/article780786973_6.pt,Exaggeration-Minimisation,his staff amounts to nothing more than a “group of Angry Democrat Thugs
13260,./train_embeddings/article780786973_7.pt,Name_Calling-Labeling,a “group of Angry Democrat Thugs
13261,./train_embeddings/article780786973_8.pt,Name_Calling-Labeling,a “gang
13262,./train_embeddings/article780786973_9.pt,Red_Herring,The tweet included a misspelling of “counsel
13263,./train_embeddings/article780786973_10.pt,Loaded_Language,looking for trouble
13264,./train_embeddings/article780786973_11.pt,Causal_Oversimplification,they know there is no Russian Collusion
13265,./train_embeddings/article780786973_12.pt,Doubt,the president dictated a misleading statement about it a year later and it remains murky just when he learned about the meeting
13266,./train_embeddings/article780786973_13.pt,Loaded_Language,remains murky
13267,./train_embeddings/article780786973_14.pt,Loaded_Language,first floated
13268,./train_embeddings/article780786973_15.pt,Name_Calling-Labeling,a “phony crime
13269,./train_embeddings/article780786973_16.pt,Loaded_Language,phony crime
13270,./train_embeddings/article780786973_17.pt,Doubt,"But legal experts say anyone in Trump’s orbit would be charged with conspiracy, making false statements to federal investigators or obstructing justice. All are federal crimes"
13271,./train_embeddings/article780786973_18.pt,Loaded_Language,in Trump’s orbit
13272,./train_embeddings/article780786973_19.pt,Doubt,"Trump also continued to cast himself as a victim in the matter, saying when he attempts to “FIGHT BACK or say anything bad about the Rigged Witch Hunt,” his critics “scream Obstruction"
13273,./train_embeddings/article780786973_20.pt,Loaded_Language,FIGHT BACK
13274,./train_embeddings/article780786973_21.pt,Name_Calling-Labeling,the Rigged Witch Hunt
13275,./train_embeddings/article780786973_22.pt,Loaded_Language,scream Obstruction
13276,./train_embeddings/article780786973_23.pt,NoClass,in a morning tweet
13277,./train_embeddings/article780786973_24.pt,NoClass,Sunday tweet
13278,./train_embeddings/article780786973_25.pt,NoClass,"the matter,"
13279,./train_embeddings/article780786973_26.pt,NoClass,with the special
13280,./train_embeddings/article780786973_27.pt,NoClass,counsel team as a
13281,./train_embeddings/article780786973_28.pt,NoClass,since taking office amount
13282,./train_embeddings/article780786973_29.pt,NoClass,"anything bad about the Rigged Witch Hunt,” his critics “scream Obstruction!” Mueller also is"
13283,./train_embeddings/article780786973_30.pt,NoClass,they “they know there is no Russian
13284,./train_embeddings/article780786973_31.pt,NoClass,Bush-era White House
13285,./train_embeddings/article780786973_32.pt,NoClass,Monday morning that a sitting White House counsel
13286,./train_embeddings/article780786973_33.pt,NoClass,tweet in which he
13287,./train_embeddings/article780786973_34.pt,NoClass,Angry Democrat Thugs.” That came hours after a
13288,./train_embeddings/article780786973_35.pt,NoClass,promised to hand over negative information about Democratic presidential nominee Hillary Clinton. The session also was attended by then-campaign chairman Paul Manafort and
13289,./train_embeddings/article780786973_36.pt,NoClass,is looking at
13290,./train_embeddings/article780786973_37.pt,NoClass,White House counsel
13291,./train_embeddings/article780786973_38.pt,NoClass,the special counsel team
13292,./train_embeddings/article780786973_39.pt,NoClass,The president’s Sunday
13293,./train_embeddings/article780786973_40.pt,NoClass,tweet in which he referred to the special counsel team as a “gang.” Both are words with loaded meanings for his conservative political base. The president’s Sunday
13294,./train_embeddings/article780786973_41.pt,NoClass,which included a Russian
13295,./train_embeddings/article780786973_42.pt,NoClass,"in a widely studied June 2016 Trump Tower meeting arranged by Donald Trump Jr., which included a Russian attorney who promised to hand over negative information about Democratic presidential nominee Hillary Clinton. The"
13296,./train_embeddings/article780786973_43.pt,NoClass,Thugs.” That came
13297,./train_embeddings/article780786973_44.pt,NoClass,Trump Tower meeting arranged by
13298,./train_embeddings/article780786973_45.pt,NoClass,to interfere illegally
13299,./train_embeddings/article696735702_0.pt,Doubt,constantly changing story
13300,./train_embeddings/article696735702_1.pt,Doubt,why weren’t the police rushing to the scene immediately
13301,./train_embeddings/article696735702_2.pt,Doubt,While we may never know the exact circumstances
13302,./train_embeddings/article696735702_3.pt,NoClass,"security guard, waited six"
13303,./train_embeddings/article696735702_4.pt,NoClass,"plausiblehttps://t.co/CQF3MZLHaN — Mr Alex ??? (@New_England_) October 10, 2017 While"
13304,./train_embeddings/article696735702_5.pt,NoClass,to the event who recorded hundreds of cumulative hours
13305,./train_embeddings/article723883127_0.pt,Loaded_Language,Shock
13306,./train_embeddings/article723883127_1.pt,Loaded_Language,shocking move
13307,./train_embeddings/article723883127_2.pt,Loaded_Language,shocking comments
13308,./train_embeddings/article723883127_3.pt,Loaded_Language,all calumny
13309,./train_embeddings/article723883127_4.pt,Repetition,shock
13310,./train_embeddings/article723883127_5.pt,Loaded_Language,kiss and fondle them in the swank
13311,./train_embeddings/article723883127_6.pt,Loaded_Language,These people are truly crazy
13312,./train_embeddings/article723883127_7.pt,Name_Calling-Labeling,truly crazy
13313,./train_embeddings/article723883127_8.pt,NoClass,abuse. That’s
13314,./train_embeddings/article723883127_9.pt,NoClass,Karadima being removed
13315,./train_embeddings/article723883127_10.pt,NoClass,the Vatican launch
13316,./train_embeddings/article723883127_11.pt,NoClass,Chile’s most notorious
13317,./train_embeddings/article723883127_12.pt,NoClass,victims have
13318,./train_embeddings/article723883127_13.pt,NoClass,them. Only when the victims went public with
13319,./train_embeddings/article723883127_14.pt,NoClass,of Santiago subsequently apologized for having
13320,./train_embeddings/article723883127_15.pt,NoClass,overall issue of
13321,./train_embeddings/article782086447_0.pt,Loaded_Language,tragic
13322,./train_embeddings/article782086447_1.pt,Loaded_Language,very grave
13323,./train_embeddings/article782086447_2.pt,Appeal_to_Fear-Prejudice,before this crisis gets any more out-of-control than it already is
13324,./train_embeddings/article782086447_3.pt,Loaded_Language,disastrous
13325,./train_embeddings/article782086447_4.pt,Loaded_Language,most serious
13326,./train_embeddings/article782086447_5.pt,Loaded_Language,horrendous
13327,./train_embeddings/article782086447_6.pt,Loaded_Language,terribly disfigured
13328,./train_embeddings/article782086447_7.pt,Loaded_Language,abominable crimes
13329,./train_embeddings/article782086447_8.pt,Repetition,We must
13330,./train_embeddings/article782086447_9.pt,Loaded_Language,gravely immoral behavior
13331,./train_embeddings/article782086447_10.pt,Loaded_Language,tragic
13332,./train_embeddings/article782086447_11.pt,Loaded_Language,disgust
13333,./train_embeddings/article782086447_12.pt,Loaded_Language,deep sorrow
13334,./train_embeddings/article782086447_13.pt,Loaded_Language,destroy
13335,./train_embeddings/article782086447_14.pt,Loaded_Language,greatly dismayed
13336,./train_embeddings/article782086447_15.pt,Loaded_Language,courageous and meritorious
13337,./train_embeddings/article782086447_16.pt,Loaded_Language,incredible
13338,./train_embeddings/article782086447_17.pt,Loaded_Language,grave misdeeds
13339,./train_embeddings/article782086447_18.pt,Loaded_Language,absolutely laughable
13340,./train_embeddings/article782086447_19.pt,Loaded_Language,shamelessly
13341,./train_embeddings/article782086447_20.pt,Loaded_Language,disconcerting
13342,./train_embeddings/article782086447_21.pt,Loaded_Language,totally
13343,./train_embeddings/article782086447_22.pt,Loaded_Language,dramatic
13344,./train_embeddings/article782086447_23.pt,Loaded_Language,aggressive
13345,./train_embeddings/article782086447_24.pt,Loaded_Language,very grave
13346,./train_embeddings/article782086447_25.pt,Loaded_Language,pastoral carelessness
13347,./train_embeddings/article782086447_26.pt,Loaded_Language,unprecedented
13348,./train_embeddings/article782086447_27.pt,Loaded_Language,wicked
13349,./train_embeddings/article782086447_28.pt,Loaded_Language,ostentatious arrogance
13350,./train_embeddings/article782086447_29.pt,Loaded_Language,disasters
13351,./train_embeddings/article782086447_30.pt,Loaded_Language,disastrous
13352,./train_embeddings/article782086447_31.pt,Loaded_Language,serial predator
13353,./train_embeddings/article782086447_32.pt,Exaggeration-Minimisation,extremely grave
13354,./train_embeddings/article782086447_33.pt,Loaded_Language,immoral behavior
13355,./train_embeddings/article782086447_34.pt,Slogans,Do not be afraid
13356,./train_embeddings/article782086447_35.pt,Repetition,Do not be afraid
13357,./train_embeddings/article782086447_36.pt,Loaded_Language,stained with sin
13358,./train_embeddings/article782086447_37.pt,Loaded_Language,deeply scandalized
13359,./train_embeddings/article782086447_38.pt,Loaded_Language,abominable
13360,./train_embeddings/article782086447_39.pt,Loaded_Language,sinful
13361,./train_embeddings/article782086447_40.pt,Name_Calling-Labeling,pervert
13362,./train_embeddings/article782086447_41.pt,Repetition,pray for us
13363,./train_embeddings/article782086447_42.pt,Repetition,pray for us
13364,./train_embeddings/article782086447_43.pt,NoClass,"Of course,"
13365,./train_embeddings/article782086447_44.pt,NoClass,as well. Cardinal
13366,./train_embeddings/article782086447_45.pt,NoClass,"See immediately, as soon as they learned of Archbishop McCarrick’s gravely immoral"
13367,./train_embeddings/article782086447_46.pt,NoClass,to be
13368,./train_embeddings/article782086447_47.pt,NoClass,the Church to
13369,./train_embeddings/article782086447_48.pt,NoClass,the speech
13370,./train_embeddings/article782086447_49.pt,NoClass,"Monsignor Antonicelli, to"
13371,./train_embeddings/article782086447_50.pt,NoClass,in his apartment
13372,./train_embeddings/article782086447_51.pt,NoClass,that he had
13373,./train_embeddings/article782086447_52.pt,NoClass,not be enough to
13374,./train_embeddings/article782086447_53.pt,NoClass,"Catholic Register,"
13375,./train_embeddings/article782086447_54.pt,NoClass,these first
13376,./train_embeddings/article782086447_55.pt,NoClass,Church in various
13377,./train_embeddings/article782086447_56.pt,NoClass,of the
13378,./train_embeddings/article782086447_57.pt,NoClass,people who will
13379,./train_embeddings/article782086447_58.pt,NoClass,"end, as he had"
13380,./train_embeddings/article782086447_59.pt,NoClass,the picture
13381,./train_embeddings/article782086447_60.pt,NoClass,by the John
13382,./train_embeddings/article782086447_61.pt,NoClass,because it was
13383,./train_embeddings/article782086447_62.pt,NoClass,subject. But
13384,./train_embeddings/article782086447_63.pt,NoClass,went to
13385,./train_embeddings/article782086447_64.pt,NoClass,acclaimed by
13386,./train_embeddings/article782086447_65.pt,NoClass,the Delegate
13387,./train_embeddings/article782086447_66.pt,NoClass,Donald Wuerl.
13388,./train_embeddings/article782086447_67.pt,NoClass,Cardinal Tarcisio Bertone
13389,./train_embeddings/article782086447_68.pt,NoClass,faithful throughout the
13390,./train_embeddings/article782086447_69.pt,NoClass,is Cardinal
13391,./train_embeddings/article782086447_70.pt,NoClass,a prompt
13392,./train_embeddings/article782086447_71.pt,NoClass,I was astounded!
13393,./train_embeddings/article782086447_72.pt,NoClass,"clergy abuse,”"
13394,./train_embeddings/article782086447_73.pt,NoClass,copy of
13395,./train_embeddings/article782086447_74.pt,NoClass,as they were
13396,./train_embeddings/article782086447_75.pt,NoClass,meritorious Statement had
13397,./train_embeddings/article782086447_76.pt,NoClass,"1998 to 2009,"
13398,./train_embeddings/article782086447_77.pt,NoClass,particular to the deviated wing
13399,./train_embeddings/article782086447_78.pt,NoClass,"people present, Monsignor Fabian Pedacchio,"
13400,./train_embeddings/article782086447_79.pt,NoClass,"who became Francis's ""kingmaker"""
13401,./train_embeddings/article782086447_80.pt,NoClass,him. He corrupted
13402,./train_embeddings/article782086447_81.pt,NoClass,clergy and
13403,./train_embeddings/article782086447_82.pt,NoClass,frequently went
13404,./train_embeddings/article782086447_83.pt,NoClass,should be
13405,./train_embeddings/article782086447_84.pt,NoClass,"to the addressee, so"
13406,./train_embeddings/article782086447_85.pt,NoClass,reply! The same can
13407,./train_embeddings/article787966255_0.pt,Loaded_Language,glaring
13408,./train_embeddings/article787966255_1.pt,Name_Calling-Labeling,innocent
13409,./train_embeddings/article787966255_2.pt,Loaded_Language,egregiously
13410,./train_embeddings/article787966255_3.pt,Loaded_Language,miserably
13411,./train_embeddings/article787966255_4.pt,Name_Calling-Labeling,killer cop
13412,./train_embeddings/article787966255_5.pt,Flag_Waving,our community
13413,./train_embeddings/article787966255_6.pt,Appeal_to_Fear-Prejudice,fear
13414,./train_embeddings/article787966255_7.pt,Name_Calling-Labeling,killer cop
13415,./train_embeddings/article787966255_8.pt,Repetition,killer cop
13416,./train_embeddings/article787966255_9.pt,NoClass,audit report
13417,./train_embeddings/article787966255_10.pt,NoClass,"emerge, this"
13418,./train_embeddings/article787966255_11.pt,NoClass,"of #BothamJean,"
13419,./train_embeddings/article787966255_12.pt,NoClass,as our
13420,./train_embeddings/article787966255_13.pt,NoClass,the shooting. An
13421,./train_embeddings/article787966255_14.pt,NoClass,"proper, in my"
13422,./train_embeddings/article787966255_15.pt,NoClass,Haley as
13423,./train_embeddings/article787966255_16.pt,NoClass,search the killer
13424,./train_embeddings/article787966255_17.pt,NoClass,they found in
13425,./train_embeddings/article752287274_0.pt,Name_Calling-Labeling,Muslim Dem IT Aides' Family Member
13426,./train_embeddings/article752287274_1.pt,Loaded_Language,bitter dispute
13427,./train_embeddings/article752287274_2.pt,Loaded_Language,mocked
13428,./train_embeddings/article752287274_3.pt,Name_Calling-Labeling,"burka-clad widow, who does not drive and speaks only Uurdu"
13429,./train_embeddings/article752287274_4.pt,Name_Calling-Labeling,She’s a wacko lunatic
13430,./train_embeddings/article752287274_5.pt,Doubt,For the sake of money they would have done anything
13431,./train_embeddings/article752287274_6.pt,Doubt,There are possibilities that [Imran] or them might have been selling [House] information
13432,./train_embeddings/article752287274_7.pt,Name_Calling-Labeling,his bedridden father
13433,./train_embeddings/article752287274_8.pt,Doubt,Why is that even relevant
13434,./train_embeddings/article752287274_9.pt,Exaggeration-Minimisation,great doubt
13435,./train_embeddings/article752287274_10.pt,Doubt,"Hadeed did not introduce any evidence to the judge about a pattern of possible fraud by Abid, the timing of the move as it relates to the federal criminal case, or the mental capacity of the dying man to understand paperwork"
13436,./train_embeddings/article752287274_11.pt,Doubt,"You have no control over [Gilani], do you"
13437,./train_embeddings/article752287274_12.pt,Loaded_Language,talking to a wall
13438,./train_embeddings/article752287274_13.pt,Doubt,Why do your signatures look different
13439,./train_embeddings/article752287274_14.pt,Conversation_Killer,I’m just a human being
13440,./train_embeddings/article752287274_15.pt,Doubt,I don’t understand why the witness is having such trouble with the question
13441,./train_embeddings/article752287274_16.pt,Exaggeration-Minimisation,threatened that he is very powerful
13442,./train_embeddings/article752287274_17.pt,Appeal_to_Fear-Prejudice,if I ever call the police again [he] will do harm to me
13443,./train_embeddings/article752287274_18.pt,NoClass,life insurance change’s timing seems to coincide
13444,./train_embeddings/article752287274_19.pt,NoClass,do your signatures
13445,./train_embeddings/article752287274_20.pt,NoClass,answering the
13446,./train_embeddings/article752287274_21.pt,NoClass,he filed forms “under penalty of perjury” that two houses were
13447,./train_embeddings/article752287274_22.pt,NoClass,should have taken the settlement.
13448,./train_embeddings/article752287274_23.pt,NoClass,after he enlisted a high profile attorney specializing in money laundering
13449,./train_embeddings/article752287274_24.pt,NoClass,Abid was making his own efforts to round up money at the same time
13450,./train_embeddings/article752287274_25.pt,NoClass,Bacon had offered a
13451,./train_embeddings/article752287274_26.pt,NoClass,witness is having such trouble with
13452,./train_embeddings/article752287274_27.pt,NoClass,Gilani declined it.
13453,./train_embeddings/article752287274_28.pt,NoClass,"bar license for two years, according to Virginia State Bar documents. Hadeed did not introduce any evidence to the judge about a pattern of possible fraud by Abid, the timing of the move as it relates to the federal criminal case, or"
13454,./train_embeddings/article752287274_29.pt,NoClass,you consider to be the most corrupt Democrat Politician?
13455,./train_embeddings/article752287274_30.pt,NoClass,"time, he filed forms “under"
13456,./train_embeddings/article752287274_31.pt,NoClass,leverage to persuade her to sign a
13457,./train_embeddings/article752287274_32.pt,NoClass,"On Jan. 17, Abid filed notarized"
13458,./train_embeddings/article752287274_33.pt,NoClass,the witness is having such trouble with the question. Your job is to answer
13459,./train_embeddings/article752287274_34.pt,NoClass,ordinarily have forced him to sell the
13460,./train_embeddings/article752287274_35.pt,NoClass,himself as beneficiary. The life insurance change’s timing seems to coincide with other moves
13461,./train_embeddings/article772947654_0.pt,Exaggeration-Minimisation,firestorm
13462,./train_embeddings/article772947654_1.pt,Name_Calling-Labeling,Russian dictator
13463,./train_embeddings/article772947654_2.pt,Loaded_Language,bad
13464,./train_embeddings/article772947654_3.pt,Exaggeration-Minimisation,the most serious
13465,./train_embeddings/article772947654_4.pt,Flag_Waving,America’s great intelligence agencies
13466,./train_embeddings/article772947654_5.pt,Flag_Waving,our
13467,./train_embeddings/article772947654_6.pt,Loaded_Language,aggressively
13468,./train_embeddings/article772947654_7.pt,Obfuscation-Vagueness-Confusion,"to repeal any efforts – and repel – we will stop it, we will repel it – any efforts"
13469,./train_embeddings/article772947654_8.pt,Repetition,our
13470,./train_embeddings/article772947654_9.pt,Repetition,our
13471,./train_embeddings/article772947654_10.pt,Whataboutism,President Trump then reminded everyone of the Obama administration’s failures in dealing with Russian meddling in the election
13472,./train_embeddings/article772947654_11.pt,Causal_Oversimplification,because they thought Hillary Clinton was going to win
13473,./train_embeddings/article772947654_12.pt,Causal_Oversimplification,because they thought that Hillary Clinton was going to win
13474,./train_embeddings/article772947654_13.pt,Repetition,it’s a very firm stance
13475,./train_embeddings/article772947654_14.pt,Repetition,strong action
13476,./train_embeddings/article772947654_15.pt,Exaggeration-Minimisation,loudest
13477,./train_embeddings/article772947654_16.pt,Exaggeration-Minimisation,The very
13478,./train_embeddings/article772947654_17.pt,Loaded_Language,nastiness
13479,./train_embeddings/article772947654_18.pt,Flag_Waving,to protect America
13480,./train_embeddings/article772947654_19.pt,Repetition,The Trump administration
13481,./train_embeddings/article772947654_20.pt,Loaded_Language,aggressive
13482,./train_embeddings/article772947654_21.pt,Repetition,The Trump administration
13483,./train_embeddings/article772947654_22.pt,False_Dilemma-No_Choice,"The stronger NATO is, the less maneuvering room Russia has"
13484,./train_embeddings/article772947654_23.pt,Flag_Waving,our
13485,./train_embeddings/article772947654_24.pt,Exaggeration-Minimisation,weakness on a pathetic scale
13486,./train_embeddings/article772947654_25.pt,Flag_Waving,our
13487,./train_embeddings/article772947654_26.pt,Repetition,the Trump administration
13488,./train_embeddings/article772947654_27.pt,Repetition,the Trump administration
13489,./train_embeddings/article772947654_28.pt,Repetition,firm
13490,./train_embeddings/article772947654_29.pt,Loaded_Language,vicious
13491,./train_embeddings/article772947654_30.pt,Slogans,Trump’s America
13492,./train_embeddings/article772947654_31.pt,Flag_Waving,Our Nation’s Great Comeback
13493,./train_embeddings/article772947654_32.pt,Exaggeration-Minimisation,harshest possible
13494,./train_embeddings/article772947654_33.pt,Loaded_Language,hysteria
